,File,Input Resistance(v_clamp),Access resistance,-70.0 mV,-60.0 mV,-50.0 mV,-40.0 mV,-30.0 mV,-20.0 mV,-10.0 mV,0.0 mV,10.0 mV,20.0 mV,threshold_index,clipped,threshold_t,threshold_v,threshold_i,peak_index,peak_t,peak_v,peak_i,trough_index,trough_t,trough_v,trough_i,upstroke_index,upstroke,upstroke_t,upstroke_v,downstroke_index,downstroke,downstroke_t,downstroke_v,fast_trough_index,fast_trough_t,fast_trough_v,fast_trough_i,width,upstroke_downstroke_ratio,sampling rate,-100.0 pA,0.0 pA,100.0 pA,RMP,time constant (sec),input resistance (Mo),sag ratio,50.0 pA,200.0 pA,300.0 pA,-50.0 pA,150.0 pA,250.0 pA,350.0 pA,slow_trough_index,slow_trough_t,slow_trough_v,slow_trough_i,adapt,latency,isi_cv,mean_isi,median_isi,first_isi,avg_rate,injected current (pA),-200.0 pA,-150.0 pA,-300.0 pA,-250.0 pA,20.0 pA,40.0 pA,60.0 pA,80.0 pA,-10.0 pA,-5.0 pA,5.0 pA,10.0 pA,15.0 pA,25.0 pA,30.0 pA,35.0 pA,45.0 pA,55.0 pA,70.0 pA,65.0 pA,75.0 pA,85.0 pA,-80.0 pA,-60.0 pA,-40.0 pA,-20.0 pA,120.0 pA,140.0 pA,160.0 pA,180.0 pA,-400.0 pA,400.0 pA,500.0 pA,600.0 pA,700.0 pA,800.0 pA,900.0 pA,1000.0 pA,-500.0 pA,-1000.0 pA,-900.0 pA,-800.0 pA,-700.0 pA,-600.0 pA,-580.0 pA,-560.0 pA,-540.0 pA,-520.0 pA,-480.0 pA,-460.0 pA,-440.0 pA,-420.0 pA,-380.0 pA,-360.0 pA,-340.0 pA,-320.0 pA,-680.0 pA,-660.0 pA,-640.0 pA,-620.0 pA
o88,23302000.abf,93.758305445079,10.99911934764307,29.907227,6.1035156,1.2207031,-4985.962,-4272.461,-3519.287,-2833.8623,-2186.8896,-1539.3066,-867.3096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o89,23302003.abf,,,,,,,,,,,,,3889.0,0.0,0.3889,-39.239501953125,50.0,3906.0,0.3906,44.3603515625,50.0,4947.6,0.49476,-46.9482421875,40.0,3898.6,95.3054287737822,0.38986,3.9306640625,3914.8,-23.83228630653849,0.39148,29.107666015625,4065.8,0.40658,-40.045166015625,50.0,0.0030199999999999,4.018447045282415,10000.0,0.0,0.0,16.0,-61.514282,0.0203447282219238,232.23876953124991,0.11284766,10.0,2.0,2.0,0.0,4.0,2.0,2.0,3904.5,0.3904499999999999,-43.23577880859375,50.0,0.0612354463725853,0.0192,0.2197686463184861,0.0586,0.0566,0.0358,16.0,100.0,,,,,0.0,5.333333333333333,8.666666666666666,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.333333333333333,6.666666666666667,8.0,9.333333333333334,9.333333333333334,4.666666666666667,1.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o90,23302009.abf,103.08684839416732,9.947610929705997,0.0,4.8828125,0.61035156,-9299.316,-7745.3613,-6649.17,-5629.2725,-4629.5166,-3649.9023,-2576.9043,3282.5,0.0,0.32825,-42.9229736328125,50.0,3296.0,0.3296,55.1300048828125,50.0,4637.0,0.4637,-50.25482177734375,37.5,3290.0,148.1800038533521,0.329,2.32696533203125,3302.25,-34.793471667078805,0.330225,39.886474609375,3418.0,0.3418,-41.89300537109375,50.0,0.00235,4.264556961144404,10000.0,0.0,0.0,20.0,-61.51123,,195.61767578124972,0.14229931,8.0,2.0,2.0,0.0,20.0,2.0,2.0,3308.0,0.3308,-46.44775390625,50.0,0.0244379338111951,0.0703,0.0476458608604049,0.0965,0.0933999999999999,0.0933999999999999,8.0,50.0,,,,,0.0,1.3333333333333333,7.333333333333333,10.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.333333333333333,6.0,9.333333333333334,8.666666666666666,9.333333333333334,11.333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o91,23302018.abf,81.5799013946683,10.1478706629545,15.869141,0.61035156,-4.8828125,-4986.5723,-4249.2676,-3395.996,-2641.6016,-1982.4219,-1191.4062,-466.91895,3455.375,0.0,0.3455375,-35.003662109375,50.0,3478.625,0.3478625,31.8603515625,50.0,4069.25,0.406925,-39.142608642578125,43.75,3462.75,51.8138982365861,0.346275,-17.635345458984375,3490.75,-14.720455529246742,0.349075,19.61517333984375,3725.625,0.3725625,-36.6668701171875,43.75,0.0044,3.649650858515865,10000.0,0.0,0.0,12.0,-51.556396,0.0284647384597258,215.75927734375,0.031859957,16.0,2.0,2.0,0.0,2.0,2.0,2.0,3524.714285714286,0.3524714285714286,-37.436349051339285,50.0,0.0428496927737962,0.0267,0.1625354621282357,0.0630571428571428,0.0601999999999999,0.0456999999999999,16.0,50.0,,,,,4.0,7.333333333333333,4.666666666666667,1.3333333333333333,0.0,0.0,0.0,0.0,2.6666666666666665,5.333333333333333,6.666666666666667,6.666666666666667,8.0,8.0,1.3333333333333333,2.6666666666666665,1.3333333333333333,1.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o92,23302027.abf,109.79309787611314,7.992992672919874,12.207031,-1.2207031,4.8828125,-4744.2627,-5289.917,-4721.0693,-4052.124,-3202.5146,-2364.502,-1447.7539,6542.333333333333,0.0,0.6542333333333333,-41.50390625,20.0,6557.666666666667,0.6557666666666667,50.24210739135742,20.0,9396.333333333334,0.9396333333333334,-52.14436721801758,13.333333333333334,6548.666666666667,111.79342709980833,0.6548666666666668,-8.270263671875,6569.333333333333,-22.05616262840387,0.6569333333333334,30.62947654724121,6722.666666666667,0.6722666666666667,-41.92097854614258,20.0,0.0033666666666666,5.096248726730905,10000.0,0.0,0.0,18.0,-57.61566,0.0263338258868445,335.6933593749972,0.21393342,10.0,4.0,0.0,0.0,6.0,2.0,0.0,5282.0,0.5282,-49.3621826171875,20.0,0.1481783261552787,0.2147,0.1481783261552787,0.42955,0.42955,0.3659,2.0,20.0,,,,,2.0,7.333333333333333,10.666666666666666,12.666666666666666,0.0,0.0,0.0,0.0,0.0,3.333333333333333,4.666666666666667,6.0,8.0,9.333333333333334,12.0,11.333333333333334,12.0,12.666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o93,23302034.abf,72.64821792070548,7.080988263603301,-1.2207031,10.375977,4.8828125,-8890.381,-8070.0684,-6933.5938,-5698.8525,-4552.6123,-3172.6074,-1787.1094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o94,23302038.abf,95.80655373401902,9.559077830546173,7.9345703,0.61035156,7.3242188,-8063.965,-6967.163,-5813.5986,-4765.625,-3788.4521,-2846.0693,-1877.4414,3354.625,0.0,0.3354625,-35.205841064453125,100.0,3370.375,0.3370375,44.7540283203125,100.0,3959.75,0.395975,-42.499542236328125,87.5,3362.375,96.76130692114266,0.3362375,-2.18963623046875,3377.0,-23.857644315516264,0.3377,33.56170654296875,3539.0,0.3539,-37.8265380859375,100.0,0.0030625,4.107144905058312,10000.0,0.0,0.0,16.0,-64.660645,0.0183648323133024,186.46240234375,0.055145845,0.0,22.0,10.0,0.0,20.0,18.0,4.0,3605.1666666666665,0.3605166666666666,-39.88138834635416,100.0,0.1149456079498384,0.0438,0.3196061162082922,0.0588857142857142,0.0651999999999999,0.0189999999999999,16.0,100.0,,,,,0.0,0.0,2.6666666666666665,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,4.666666666666667,4.0,6.0,7.333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o95,23302045.abf,560.1752892710343,13.07506178878552,-1.2207031,-4.8828125,-0.61035156,-3.6621094,-4459.839,-3636.4746,-3057.8613,-2485.962,-1966.5527,-1365.9668,3757.857142857143,0.0,0.3757857142857143,-38.67885208129883,50.0,3777.142857142857,0.3777142857142857,33.83963394165039,50.0,4669.428571428572,0.4669428571428571,-44.26792526245117,42.85714285714285,3768.142857142857,64.61858875701355,0.3768142857142857,-1.0506765842437744,3786.285714285714,-19.726507112438423,0.3786285714285715,21.279470443725582,3994.428571428572,0.3994428571428572,-40.27448272705078,42.85714285714285,0.0034999999999999,3.3318703682882984,10000.0,0.0,0.0,10.0,-60.08606,0.0189547763778167,193.78662109374983,0.041546624,14.0,2.0,2.0,0.0,4.0,2.0,2.0,3847.1666666666665,0.3847166666666666,-41.6259765625,50.0,0.0050313061202584,0.0506,0.1211141958328157,0.0711666666666666,0.07085,0.0794999999999999,14.0,50.0,,,,,0.0,6.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,4.666666666666667,7.333333333333333,9.333333333333334,11.333333333333334,10.666666666666666,11.333333333333334,8.666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s64,2023_05_05_0000.abf,196.52751757230155,17.9126105859255,6.713867,4.8828125,-2411.499,-2155.1514,-1879.8828,-1679.0771,-1475.8301,-1247.5586,-1011.35254,-783.6914,5169.333333333333,0.0,0.5169333333333334,-44.62687301635742,40.0,5187.25,0.518725,41.43524169921875,40.0,5928.083333333333,0.5928083333333333,-47.332763671875,36.66666666666666,5178.416666666667,101.86322798350106,0.5178416666666668,-7.776895999908447,5199.5,-26.530606965516284,0.51995,17.15596580505371,5310.666666666667,0.5310666666666667,-40.85540771484375,40.0,0.0028333333333333,3.885791361047674,10000.0,0.0,0.0,18.0,-62.479656,0.0186555525052609,245.84089006696485,0.13766834,10.0,,,,,,,5533.2,0.55332,-46.453857421875,40.0,0.1267281942813908,0.0421,0.521314477668212,0.0851636363636363,0.0856,0.0121999999999999,12.0,40.0,,,,,0.0,12.0,15.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,5.333333333333333,6.666666666666667,10.0,10.666666666666666,,,,,0.0,0.0,0.0,0.0,17.0,15.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s65,2023_05_05_0011.abf,231.98806862764025,20.47008421572388,2.4414062,-1.2207031,1.2207031,-1674.1943,-1427.002,-1239.624,-1090.6982,-951.5381,-796.5088,-638.42773,4833.4,0.0,0.48334,-42.694091796875,40.0,4851.2,0.48512,33.978271484375,40.0,7310.8,0.7310800000000001,-47.503662109375,32.0,4840.4,88.88278433042277,0.4840400000000001,-17.340087890625,4862.6,-29.9392626427469,0.48626,11.43798828125,4920.4,0.4920400000000001,-38.26904296875,40.0,0.0026599999999999,3.0501908114809604,10000.0,0.0,0.0,17.0,-60.013836,0.0148543019004735,299.5518275669651,0.08682875,4.666666666666667,,,,,,,4791.666666666667,0.4791666666666667,-46.24430338541666,40.0,0.5500127898089758,0.1007,0.9585485258487556,0.2118,0.14865,0.0106999999999999,5.0,40.0,,,,,0.0,5.0,12.0,15.0,0.0,0.0,0.0,4.666666666666667,0.0,0.0,0.0,0.0,1.3333333333333333,6.0,,,,,0.0,0.0,0.0,0.0,20.0,21.0,21.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s66,2023_05_05_0020.abf,151.2952634771715,13.830253350963996,-4.272461,0.0,4.8828125,-5399.7803,-4865.7227,-4226.6846,-3685.3027,-3141.4795,-2589.7217,-1993.4082,5812.75,0.0,0.581275,-35.1104736328125,40.0,5828.75,0.582875,51.849365234375,40.0,7148.5,0.71485,-46.15020751953125,30.0,5819.75,114.51242715498412,0.581975,-3.56292724609375,5844.0,-30.793066974133573,0.5844,17.8070068359375,5896.75,0.589675,-36.24725341796875,40.0,0.0028,3.72104456589036,10000.0,0.0,0.0,18.0,-58.207195,0.0177316430131384,270.90890066964295,0.17190672,6.0,,,,,,,5162.666666666667,0.5162666666666667,-42.03287760416666,40.0,0.1824093925079456,0.1169,0.3164928208785352,0.2538,0.2244999999999999,0.1734,4.0,40.0,,,,,0.0,4.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.333333333333333,8.0,,,,,0.0,0.0,0.0,0.0,19.0,20.0,17.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s67,2023_05_05_0033.abf,143.38143299361593,17.360377648554667,9.155273,6.1035156,6.713867,-1887.207,-1687.6221,-1419.6777,-1219.4824,-983.8867,-891.72363,-494.38477,4689.8,0.0,0.46898,-36.956787109375,20.0,4713.0,0.4713,35.626220703125,20.0,6996.2,0.6996200000000001,-41.9189453125,16.0,4702.4,63.14724890270926,0.47024,-1.324462890625,4726.4,-20.430377048207028,0.47264,15.56396484375,4858.0,0.4858,-35.589599609375,20.0,0.0032999999999999,3.088593948327955,10000.0,0.0,0.0,9.0,-46.209717,0.0238372263426174,207.08356584821425,0.1808319,3.333333333333333,,,,,,,4353.75,0.435375,-40.48919677734375,20.0,0.0326880816625999,0.0078,0.4036483657793454,0.181425,0.16265,0.1404,5.0,20.0,,,,,5.0,6.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,3.333333333333333,2.0,,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s69,2023_05_05_0042.abf,93.11605899464097,12.53505879950992,0.61035156,4.272461,-3698.7305,-3405.7617,-2980.3467,-2521.9727,-1991.5771,-1461.792,-913.6963,-363.15918,3704.571428571429,0.0,0.3704571428571429,-64.58391571044922,-400.0,3733.571428571429,0.3733571428571429,2.506801128387451,-400.0,5852.142857142857,0.5852142857142858,-66.99916076660156,-414.2857142857143,3720.142857142857,47.4539213618478,0.3720142857142857,-29.48434066772461,3757.857142857143,-12.494402283169125,0.3757857142857143,-20.965576171875,3890.857142857143,0.3890857142857143,-62.88800811767578,-400.0,0.0046571428571428,3.791129124464716,10000.0,0.0,0.0,0.0,,,3.3264160156251577,-7.0683565,,0.0,0.0,,,,,3829.3333333333335,0.3829333333333333,-65.02278645833333,-400.0,0.1373381295813268,0.0431999999999999,0.4691149405706855,0.07805,0.0908499999999999,0.0223,7.0,-400.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,5.0,,,,,,,,,,,,,,,,
s70,2023_05_05_0049.abf,92.08153324669934,10.589665174297824,-9.155273,-8.544922,-11.59668,-9094.849,-7883.911,-6682.7393,-5593.872,-4560.547,-3571.167,-2454.2236,7490.0,0.0,0.749,-40.8477783203125,0.0,7507.5,0.75075,50.323486328125,0.0,12284.5,1.22845,-46.2493896484375,0.0,7500.0,101.4448404107122,0.75,7.14111328125,7516.5,-27.273178472182188,0.75165,32.8826904296875,7656.0,0.7656000000000001,-39.1693115234375,0.0,0.00285,3.72017183488258,10000.0,0.0,2.0,1.0,-45.292156,0.0452837323119265,165.88483537946422,0.03430757,11.333333333333334,,,,,,,7353.0,0.7353000000000001,-45.654296875,0.0,0.071244863376871,0.0171,0.3638379156530951,0.1181375,0.09825,0.0711999999999999,9.0,20.0,,,,,9.0,14.0,16.0,5.0,0.0,0.0,2.0,3.333333333333333,5.333333333333333,7.333333333333333,8.666666666666666,10.0,10.666666666666666,12.0,,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s71,2023_05_05_0062.abf,75.58206216037179,16.03147098492129,4.272461,0.0,0.0,-3899.5361,-3325.1953,-2797.2412,-2442.0166,-2106.9336,-1643.0664,-1210.9375,6656.5,0.0,0.6656500000000001,-40.71044921875,40.0,6671.5,0.66715,51.20849609375,40.0,13026.5,1.30265,-49.5758056640625,20.0,6663.5,121.84615312935722,0.66635,-5.1116943359375,6682.5,-38.8383089742614,0.66825,20.6756591796875,6716.5,0.6716500000000001,-40.0848388671875,40.0,0.0023,3.137297771324855,10000.0,0.0,0.0,11.0,-52.317303,0.1097110816564871,132.53348214285762,0.24685058,2.0,,,,,,,7110.0,0.7110000000000001,-45.257568359375,40.0,0.1070176677185351,0.0826,0.2246135402326397,0.1686,0.18445,0.1041999999999999,5.0,60.0,,,,,0.0,2.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.666666666666667,,,,,0.0,0.0,0.0,0.0,13.0,15.0,17.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s80,2023_05_08_0000.abf,136.06222708237652,10.75225903667037,-2.4414062,-3.6621094,-0.61035156,-8572.998,-7352.9053,-6334.839,-5446.167,-4595.337,-3657.2266,-2781.9824,9803.0,0.0,0.9803,-47.12931442260742,20.0,9817.666666666666,0.9817666666666668,56.732177734375,20.0,12506.333333333334,1.2506333333333333,-51.09659957885742,13.333333333333334,9810.666666666666,147.012582215133,0.9810666666666666,-4.150390625,9824.666666666666,-35.49099327451458,0.9824666666666668,39.46940231323242,9910.666666666666,0.9910666666666668,-45.2880859375,13.333333333333334,0.0025333333333333,4.13628662771633,10000.0,0.0,0.0,21.0,-57.647705,0.0152712903678767,205.2089146205365,0.06336732,10.666666666666666,,,,,,,10351.0,1.0351,-47.9888916015625,20.0,0.0371763849895817,0.0234999999999999,0.2957179791503406,0.0728230769230769,0.0718,0.0368,14.0,40.0,,,,,3.0,14.0,17.0,19.0,0.0,0.0,0.0,0.0,0.0,4.666666666666667,6.0,7.333333333333333,10.666666666666666,11.333333333333334,,,,,0.0,0.0,0.0,0.0,20.0,17.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s81,2023_05_08_0012.abf,110.68396768512552,12.07966141175428,4.272461,3.0517578,5.493164,-6326.294,-5343.628,-4719.2383,-4051.5137,-3367.3096,-2637.9395,-1823.1201,3786.0,0.0,0.3786,-45.562744140625,20.0,3800.0,0.38,55.908203125,20.0,19357.0,1.9357,-55.999755859375,0.0,3793.0,148.70523245891334,0.3793,3.570556640625,3806.0,-34.24466667253814,0.3806,40.802001953125,3865.0,0.3865,-40.008544921875,20.0,0.0024,4.342434805422261,10000.0,0.0,0.0,15.0,-55.52165,0.020178387621917,185.4160853794646,0.059464216,6.666666666666667,,,,,,,6326.666666666667,0.6326666666666667,-44.850667317708336,30.0,0.0828427516201069,0.0277999999999999,0.3910458699080055,0.0952099999999999,0.0907999999999999,0.0324,11.0,40.0,,,,,1.0,11.0,13.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,4.0,6.666666666666667,8.0,,,,,0.0,0.0,0.0,0.0,13.0,6.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s82,2023_05_08_0018.abf,34.472625948430434,8.499006686711773,17.089844,-1060.1807,-1047.3633,-4658.8135,-3731.6895,-2879.6387,-1979.3701,-1059.5703,-138.5498,5.493164,1410.0,0.0,0.141,-45.47119140625,-460.0,1435.0,0.1435,28.778076171875,-460.0,14716.0,1.4716,-48.33984375,-500.0,1427.0,60.13702793295839,0.1427,-0.335693359375,1445.0,-22.99120391093632,0.1445,11.04736328125,1546.0,0.1546,-42.724609375,-460.0,0.0028999999999999,2.6156537154782384,10000.0,,,,,,15.19884381975445,-1.9556754,,,,,,,,,,,,0.0896296296296295,0.0043999999999999,0.0896296296296295,0.27,0.27,0.2458,3.0,-440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,,,,
s83,2023_05_08_0020.abf,84.13677618265014,16.154461551789776,4.8828125,1.8310547,-1.8310547,-2091.0645,-1767.5781,-1495.3613,-1232.9102,-975.95215,-722.0459,-481.56738,8854.5,0.0,0.8854500000000001,-35.3851318359375,80.0,8872.5,0.8872500000000001,54.3060302734375,80.0,10721.0,1.0721,-48.4771728515625,40.0,8863.5,101.41223364498713,0.88635,2.4261474609375,8883.5,-35.10101602511577,0.88835,24.47509765625,8925.5,0.8925500000000001,-33.935546875,80.0,0.00245,2.888290618014274,10000.0,0.0,0.0,5.0,-56.502277,,123.72698102678608,0.0879673,2.0,,,,,,,7556.0,0.7556,-39.55078125,80.0,0.0694305475223481,0.1303,0.1902507248560576,0.173825,0.1651999999999999,0.1473,5.0,100.0,,,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,8.0,10.0,12.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s84,2023_05_08_0027.abf,98.9252114249,18.72040473474612,-1356.8115,-1185.3027,-976.5625,-740.9668,-535.8887,-302.12402,-60.424805,5.493164,1.2207031,4.8828125,11309.0,1.0,1.1309,-66.58935546875,-700.0,11354.0,1.1354,-12.20703125,-500.0,,,,,11341.0,28.30812530657492,1.1341,-30.82275390625,,,,,,,,,,,10000.0,,,,,,36.22327532087057,-1.2766051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,1.0,0.0
u1,23118000.abf,316.10687317919155,18.250909417622747,-207.51953,-310.0586,-297.85156,-1083.9844,-1114.502,-972.9004,-798.9502,-615.2344,-420.53223,-224.60938,1333.0,0.0,0.1333,-36.2548828125,50.0,1357.0,0.1357,35.614013671875,50.0,9665.0,0.9665,-60.97412109375,0.0,1349.0,65.90239839443606,0.1349,8.72802734375,1367.0,-24.60012410774524,0.1367,18.096923828125,1438.0,0.1438,-44.677734375,50.0,0.003,2.678945768964108,10000.0,0.0,0.0,2.0,-60.928345,0.0144247625636157,442.19970703125017,0.087531656,2.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
