threshold_index,clipped,threshold_t,threshold_v,threshold_i,peak_index,peak_t,peak_v,peak_i,trough_index,trough_t,trough_v,trough_i,upstroke_index,upstroke,upstroke_t,upstroke_v,downstroke_index,downstroke,downstroke_t,downstroke_v,isi_type,fast_trough_index,fast_trough_t,fast_trough_v,fast_trough_i,adp_index,adp_t,adp_v,adp_i,slow_trough_index,slow_trough_t,slow_trough_v,slow_trough_i,width,upstroke_downstroke_ratio
6478,False,0.6478,-46.50879,5.0,6515,0.6515000000000001,2.2583008,5.0,17815,1.7815,-64.11743,0.0,6486,27.83404854387805,0.6486000000000001,-35.52246,6556,-5.413233259689953,0.6556000000000001,-13.549805,detour,6863,0.6863,-58.502197,5.0,,,,,,,,,0.009800000000000031,5.141852790853551
